Id,SalePrice
1461,123256.88352930328
1462,152440.1224539985
1463,175791.6987656803
1464,182065.78807059838
1465,194764.15136504892
1466,181948.85083375825
1467,169321.19156453246
1468,175389.37364757768
1469,181201.8385560223
1470,122209.2993261992
1471,203674.77950427227
1472,95455.27920953618
1473,98439.64141496555
1474,153847.34107498705
1475,123149.60177098108
1476,359797.7813234798
1477,249744.5897363211
1478,300450.2472859104
1479,268485.5989896325
1480,461767.43303375115
1481,300467.33085705905
1482,204838.38333657253
1483,181053.23360252054
1484,171243.92302091472
1485,172937.06501497264
1486,199387.54976784694
1487,307658.85707536654
1488,234859.20192221657
1489,201423.81586701825
1490,206599.70844256773
1491,193302.18923598816
1492,95653.11954865312
1493,173934.6204703382
1494,299889.72506284283
1495,291038.116834264
1496,229601.04807479182
1497,178111.66266624766
1498,155974.7367676004
1499,154220.76948958807
1500,160951.29515585958
1501,173433.32064914072
1502,152839.38236195227
1503,273937.83765256836
1504,231584.7658994645
1505,213059.92903109037
1506,180683.70090734906
1507,239783.45611353393
1508,190225.17441672288
1509,160916.62488175943
1510,148316.51463878882
1511,150225.08095810263
1512,167028.4636477107
1513,147288.04729319309
1514,153154.73054296098
1515,184334.70734393672
1516,156665.59653114562
1517,149595.8871264922
1518,131072.36699849102
1519,222924.19411232256
1520,138445.10666941828
1521,143152.57079441973
1522,161719.24924740134
1523,117156.29233835635
1524,125479.81036194616
1525,125845.75464109758
1526,128213.19922683452
1527,104780.1418684834
1528,128230.78857586265
1529,143898.85273315138
1530,164724.0540740543
1531,127418.37977038765
1532,108152.3033784083
1533,145360.8911676365
1534,118599.72969718024
1535,147608.6474917287
1536,119011.37388076515
1537,83707.33194995111
1538,159766.34113979596
1539,206267.8058412443
1540,112280.42019669681
1541,144214.13941615194
1542,137784.1156933747
1543,188660.0697175764
1544,85776.87249204992
1545,104244.93423708437
1546,123519.15040767091
1547,133854.00962558424
1548,129912.84134149419
1549,113655.52188639108
1550,141321.02526591253
1551,119851.90577787074
1552,139669.89809893846
1553,137587.26052155512
1554,114863.99519708467
1555,164680.21797162792
1556,99453.13750200468
1557,115318.18550585424
1558,90836.1612853918
1559,102069.2466257835
1560,141459.79701206845
1561,134711.51922076455
1562,126424.23882063561
1563,124825.93920502506
1564,156345.7226512076
1565,155361.58106047765
1566,218731.10017675575
1567,82583.65291775067
1568,216366.91322128582
1569,137762.0713483425
1570,131743.86574227863
1571,127523.1022201317
1572,143419.21172630644
1573,233942.68660393736
1574,124049.4998622106
