datetime,count
2011-01-20 00:00:00,11.876
2011-01-20 01:00:00,5.082
2011-01-20 02:00:00,4.010666666666666
2011-01-20 03:00:00,3.564
2011-01-20 04:00:00,2.9
2011-01-20 05:00:00,6.888
2011-01-20 06:00:00,38.21
2011-01-20 07:00:00,107.756
2011-01-20 08:00:00,240.174
2011-01-20 09:00:00,136.074
2011-01-20 10:00:00,62.828
2011-01-20 11:00:00,61.994
2011-01-20 12:00:00,81.93
2011-01-20 13:00:00,73.362
2011-01-20 14:00:00,80.878
2011-01-20 15:00:00,85.838
2011-01-20 16:00:00,96.07
2011-01-20 17:00:00,207.526
2011-01-20 18:00:00,179.362
2011-01-20 19:00:00,101.728
2011-01-20 20:00:00,71.486
2011-01-20 21:00:00,50.218
2011-01-20 22:00:00,46.386
2011-01-20 23:00:00,26.142
2011-01-21 00:00:00,14.162
2011-01-21 01:00:00,7.376
2011-01-21 02:00:00,4.8759
2011-01-21 03:00:00,2.209
2011-01-21 04:00:00,2.134
2011-01-21 05:00:00,3.758
2011-01-21 06:00:00,35.498
2011-01-21 07:00:00,100.476
2011-01-21 08:00:00,204.586
2011-01-21 09:00:00,131.58
2011-01-21 10:00:00,51.808
2011-01-21 11:00:00,63.996
2011-01-21 12:00:00,72.098
2011-01-21 13:00:00,68.37
2011-01-21 14:00:00,65.634
2011-01-21 15:00:00,64.056
2011-01-21 16:00:00,80.768
2011-01-21 17:00:00,154.98
2011-01-21 18:00:00,152.804
2011-01-21 19:00:00,105.594
2011-01-21 20:00:00,67.91
2011-01-21 21:00:00,48.676
2011-01-21 22:00:00,32.746
2011-01-21 23:00:00,20.984
2011-01-22 00:00:00,24.87
2011-01-22 01:00:00,17.404
2011-01-22 02:00:00,13.282
2011-01-22 03:00:00,7.844
2011-01-22 04:00:00,2.898
2011-01-22 06:00:00,4.828
2011-01-22 07:00:00,16.838
2011-01-22 08:00:00,26.654
2011-01-22 09:00:00,35.88733333333334
2011-01-22 10:00:00,57.136
2011-01-22 11:00:00,59.86
2011-01-22 12:00:00,72.186
2011-01-22 13:00:00,77.956
2011-01-22 14:00:00,73.332
2011-01-22 15:00:00,73.464
2011-01-22 16:00:00,74.584
2011-01-22 17:00:00,86.652
2011-01-22 18:00:00,59.44
2011-01-22 19:00:00,42.104
2011-01-22 20:00:00,43.214
2011-01-22 21:00:00,40.002
2011-01-22 22:00:00,29.508
2011-01-22 23:00:00,20.696
2011-01-23 00:00:00,27.916
2011-01-23 01:00:00,19.998
2011-01-23 02:00:00,14.426
2011-01-23 03:00:00,14.138
2011-01-23 05:00:00,3.166
2011-01-23 06:00:00,2.354
2011-01-23 07:00:00,7.738
2011-01-23 08:00:00,16.908
2011-01-23 09:00:00,27.005999999999997
2011-01-23 10:00:00,54.422
2011-01-23 11:00:00,60.342
2011-01-23 12:00:00,70.328
2011-01-23 13:00:00,68.838
2011-01-23 14:00:00,72.382
2011-01-23 15:00:00,72.11
2011-01-23 16:00:00,75.408
2011-01-23 17:00:00,76.004
2011-01-23 18:00:00,71.476
2011-01-23 19:00:00,49.37
2011-01-23 20:00:00,33.97
2011-01-23 21:00:00,32.322
2011-01-23 22:00:00,20.168
2011-01-23 23:00:00,14.064
2011-01-24 00:00:00,11.028
2011-01-24 01:00:00,4.644
2011-01-24 03:00:00,1.784
2011-01-24 04:00:00,2.33
2011-01-24 05:00:00,5.738
2011-01-24 06:00:00,28.644
2011-01-24 07:00:00,81.186
2011-01-24 08:00:00,181.832
2011-01-24 09:00:00,109.126
2011-01-24 10:00:00,43.454
2011-01-24 11:00:00,39.066
2011-01-24 12:00:00,49.364
2011-01-24 13:00:00,45.636
2011-01-24 14:00:00,41.948
2011-01-24 15:00:00,54.984
2011-01-24 16:00:00,69.056
2011-01-24 17:00:00,153.874
2011-01-24 18:00:00,151.482
2011-01-24 19:00:00,96.578
2011-01-24 20:00:00,65.566
2011-01-24 21:00:00,50.596
2011-01-24 22:00:00,24.578
2011-01-24 23:00:00,19.364
2011-01-25 00:00:00,9.192
2011-01-25 01:00:00,3.304
2011-01-25 02:00:00,2.0566666666666666
2011-01-25 04:00:00,1.602
2011-01-25 05:00:00,5.456
2011-01-25 06:00:00,34.304
2011-01-25 07:00:00,83.356
2011-01-25 08:00:00,205.886
2011-01-25 09:00:00,120.628
2011-01-25 10:00:00,56.642
2011-01-25 11:00:00,57.974
2011-01-25 12:00:00,70.26
2011-01-25 13:00:00,71.264
2011-01-25 14:00:00,72.298
2011-01-25 15:00:00,72.428
2011-01-25 16:00:00,95.038
2011-01-25 17:00:00,216.344
2011-01-25 18:00:00,202.072
2011-01-25 19:00:00,110.812
2011-01-25 20:00:00,72.098
2011-01-25 21:00:00,53.352
2011-01-25 22:00:00,37.426
2011-01-25 23:00:00,20.712
2011-01-26 00:00:00,8.9
2011-01-26 01:00:00,5.382
2011-01-26 02:00:00,3.1812
2011-01-26 05:00:00,3.042
2011-01-26 06:00:00,25.808
2011-01-26 07:00:00,68.454
2011-01-26 08:00:00,143.588
2011-01-26 09:00:00,99.858
2011-01-26 10:00:00,63.464
2011-01-26 11:00:00,57.708
2011-01-26 12:00:00,55.988
2011-01-26 13:00:00,54.958
2011-01-26 14:00:00,52.124
2011-01-26 15:00:00,49.48
2011-01-26 16:00:00,68.442
2011-01-26 17:00:00,115.718
2011-01-27 16:00:00,76.656
2011-01-27 17:00:00,167.99
2011-01-27 18:00:00,136.88
2011-01-27 19:00:00,97.982
2011-01-27 20:00:00,77.996
2011-01-27 21:00:00,54.012
2011-01-27 22:00:00,41.48
2011-01-27 23:00:00,26.054
2011-01-28 00:00:00,13.232
2011-01-28 01:00:00,6.83
2011-01-28 02:00:00,2.4013333333333335
2011-01-28 03:00:00,1.9125
2011-01-28 05:00:00,6.298
2011-01-28 06:00:00,31.626
2011-01-28 07:00:00,88.824
2011-01-28 08:00:00,213.652
2011-01-28 09:00:00,77.986
2011-01-28 10:00:00,40.666
2011-01-28 11:00:00,43.232
2011-01-28 12:00:00,47.864
2011-01-28 13:00:00,49.624
2011-01-28 14:00:00,55.528
2011-01-28 15:00:00,57.378
2011-01-28 16:00:00,71.484
2011-01-28 17:00:00,163.05
2011-01-28 18:00:00,154.164
2011-01-28 19:00:00,102.532
2011-01-28 20:00:00,71.334
2011-01-28 21:00:00,49.904
2011-01-28 22:00:00,42.824
2011-01-28 23:00:00,28.94
2011-01-29 00:00:00,31.814
2011-01-29 01:00:00,23.03
2011-01-29 02:00:00,16.858
2011-01-29 03:00:00,11.249333333333334
2011-01-29 04:00:00,3.418
2011-01-29 06:00:00,2.974
2011-01-29 07:00:00,10.542
2011-01-29 08:00:00,24.32133333333333
2011-01-29 09:00:00,39.84657142857142
2011-01-29 10:00:00,62.912
2011-01-29 11:00:00,63.792
2011-01-29 12:00:00,80.436
2011-01-29 13:00:00,82.454
2011-01-29 14:00:00,80.022
2011-01-29 15:00:00,79.232
2011-01-29 16:00:00,85.156
2011-01-29 17:00:00,75.596
2011-01-29 18:00:00,69.982
2011-01-29 19:00:00,64.344
2011-01-29 20:00:00,46.276
2011-01-29 21:00:00,40.716
2011-01-29 22:00:00,34.384
2011-01-29 23:00:00,25.818
2011-01-30 00:00:00,28.994
2011-01-30 01:00:00,25.99
2011-01-30 02:00:00,20.478
2011-01-30 03:00:00,12.3472
2011-01-30 04:00:00,4.672
2011-01-30 05:00:00,3.612
2011-01-30 07:00:00,8.036
2011-01-30 08:00:00,16.534666666666663
2011-01-30 09:00:00,32.748333333333335
2011-01-30 10:00:00,60.764
2011-01-30 11:00:00,69.838
2011-01-30 12:00:00,126.962
2011-01-30 13:00:00,89.516
2011-01-30 14:00:00,96.402
2011-01-30 15:00:00,124.796
2011-01-30 16:00:00,124.308
2011-01-30 17:00:00,75.642
2011-01-30 18:00:00,64.644
2011-01-30 19:00:00,44.998
2011-01-30 20:00:00,36.402
2011-01-30 21:00:00,31.21
2011-01-30 22:00:00,22.212
2011-01-30 23:00:00,15.766
2011-01-31 00:00:00,11.912
2011-01-31 01:00:00,3.224
2011-01-31 02:00:00,2.7146666666666666
2011-01-31 03:00:00,2.226
2011-01-31 04:00:00,1.488
2011-01-31 05:00:00,2.308
2011-01-31 06:00:00,33.454
2011-01-31 07:00:00,83.91
2011-01-31 08:00:00,172.778
2011-01-31 09:00:00,93.156
2011-01-31 10:00:00,40.91
2011-01-31 11:00:00,40.218
2011-01-31 12:00:00,57.242
2011-01-31 13:00:00,53.658
2011-01-31 14:00:00,50.25
2011-01-31 15:00:00,46.568
2011-01-31 16:00:00,68.622
2011-01-31 17:00:00,159.014
2011-01-31 18:00:00,152.976
2011-01-31 19:00:00,127.178
2011-01-31 20:00:00,60.408
2011-01-31 21:00:00,34.334
2011-01-31 22:00:00,30.154
2011-01-31 23:00:00,17.57
2011-02-20 00:00:00,32.802
2011-02-20 01:00:00,22.666
2011-02-20 02:00:00,16.826
2011-02-20 03:00:00,9.614
2011-02-20 04:00:00,2.94
2011-02-20 06:00:00,2.642
2011-02-20 07:00:00,9.608
2011-02-20 08:00:00,21.172
2011-02-20 09:00:00,34.19466666666667
2011-02-20 10:00:00,94.03
2011-02-20 11:00:00,115.074
2011-02-20 12:00:00,130.336
2011-02-20 13:00:00,154.468
2011-02-20 14:00:00,144.15
2011-02-20 15:00:00,159.458
2011-02-20 16:00:00,153.544
2011-02-20 17:00:00,110.034
2011-02-20 18:00:00,77.532
2011-02-20 19:00:00,70.234
2011-02-20 20:00:00,67.77
2011-02-20 21:00:00,59.098
2011-02-20 22:00:00,45.93
2011-02-20 23:00:00,36.77
2011-02-21 00:00:00,24.812
2011-02-21 01:00:00,19.628
2011-02-21 02:00:00,11.178
2011-02-21 03:00:00,4.044
2011-02-21 04:00:00,3.96
2011-02-21 05:00:00,7.238
2011-02-21 06:00:00,20.674
2011-02-21 07:00:00,63.256
2011-02-21 08:00:00,78.482
2011-02-21 09:00:00,79.45133333333334
2011-02-21 10:00:00,85.538
2011-02-21 11:00:00,86.278
2011-02-21 12:00:00,90.006
2011-02-21 13:00:00,70.44
2011-02-21 14:00:00,87.424
2011-02-21 15:00:00,89.608
2011-02-21 16:00:00,76.798
2011-02-21 17:00:00,83.652
2011-02-21 18:00:00,78.516
2011-02-21 19:00:00,71.304
2011-02-21 20:00:00,36.152
2011-02-21 21:00:00,26.952
2011-02-21 22:00:00,23.778
2011-02-21 23:00:00,13.614
2011-02-22 06:00:00,31.812
2011-02-22 07:00:00,86.846
2011-02-22 08:00:00,193.31
2011-02-22 09:00:00,102.292
2011-02-22 10:00:00,45.256
2011-02-22 11:00:00,50.526
2011-02-22 12:00:00,60.492
2011-02-22 13:00:00,73.034
2011-02-22 14:00:00,71.472
2011-02-22 15:00:00,73.994
2011-02-22 16:00:00,72.862
2011-02-22 17:00:00,162.086
2011-02-22 18:00:00,158.982
2011-02-22 19:00:00,99.216
2011-02-22 20:00:00,70.856
2011-02-22 21:00:00,49.39
2011-02-22 22:00:00,28.684
2011-02-22 23:00:00,19.66
2011-02-23 00:00:00,11.994
2011-02-23 01:00:00,5.814
2011-02-23 02:00:00,2.1313333333333335
2011-02-23 03:00:00,1.502
2011-02-23 05:00:00,5.642
2011-02-23 06:00:00,30.578
2011-02-23 07:00:00,78.994
2011-02-23 08:00:00,183.738
2011-02-23 09:00:00,121.972
2011-02-23 10:00:00,55.444
2011-02-23 11:00:00,58.942
2011-02-23 12:00:00,77.266
2011-02-23 13:00:00,72.226
2011-02-23 14:00:00,77.792
2011-02-23 15:00:00,70.744
2011-02-23 16:00:00,102.922
2011-02-23 17:00:00,231.494
2011-02-23 18:00:00,213.088
2011-02-23 19:00:00,137.156
2011-02-23 20:00:00,74.978
2011-02-23 21:00:00,62.762
2011-02-23 22:00:00,45.664
2011-02-23 23:00:00,23.428
2011-02-24 00:00:00,10.62
2011-02-24 01:00:00,4.94
2011-02-24 02:00:00,2.3875
2011-02-24 03:00:00,2.086
2011-02-24 05:00:00,6.578
2011-02-24 06:00:00,36.028
2011-02-24 07:00:00,101.48
2011-02-24 08:00:00,251.744
2011-02-24 09:00:00,132.284
2011-02-24 10:00:00,59.758
2011-02-24 11:00:00,72.32
2011-02-24 12:00:00,94.236
2011-02-24 13:00:00,91.91
2011-02-24 14:00:00,90.182
2011-02-24 15:00:00,34.79
2011-02-24 16:00:00,48.712
2011-02-24 17:00:00,182.538
2011-02-24 18:00:00,171.288
2011-02-24 19:00:00,98.922
2011-02-24 20:00:00,78.33
2011-02-24 21:00:00,60.682
2011-02-24 22:00:00,35.282
2011-02-24 23:00:00,35.676
2011-02-25 00:00:00,14.32
2011-02-25 01:00:00,11.062
2011-02-25 02:00:00,8.057
2011-02-25 03:00:00,2.332
2011-02-25 05:00:00,7.572
2011-02-25 06:00:00,26.156
2011-02-25 07:00:00,65.53
2011-02-25 08:00:00,130.812
2011-02-25 09:00:00,74.108
2011-02-25 10:00:00,37.17
2011-02-25 11:00:00,151.184
2011-02-25 12:00:00,175.138
2011-02-25 13:00:00,173.94
2011-02-25 14:00:00,179.458
2011-02-25 15:00:00,194.186
2011-02-25 16:00:00,109.27
2011-02-25 17:00:00,187.948
2011-02-25 18:00:00,170.486
2011-02-25 19:00:00,114.268
2011-02-25 20:00:00,67.028
2011-02-25 21:00:00,52.228
2011-02-25 22:00:00,41.67
2011-02-25 23:00:00,30.73
2011-02-26 00:00:00,28.784
2011-02-26 01:00:00,20.686
2011-02-26 02:00:00,16.184
2011-02-26 03:00:00,11.7084
2011-02-26 04:00:00,2.86
2011-02-26 05:00:00,3.02
2011-02-26 06:00:00,2.64
2011-02-26 07:00:00,8.436
2011-02-26 08:00:00,25.17
2011-02-26 09:00:00,55.987
2011-02-26 10:00:00,106.492
2011-02-26 11:00:00,129.158
2011-02-26 12:00:00,132.65
2011-02-26 13:00:00,144.852
2011-02-26 14:00:00,133.712
2011-02-26 15:00:00,140.536
2011-02-26 16:00:00,145.94
2011-02-26 17:00:00,117.832
2011-02-26 18:00:00,88.716
2011-02-26 19:00:00,71.308
2011-02-26 20:00:00,63.666
2011-02-26 21:00:00,44.546
2011-02-26 22:00:00,45.208
2011-02-26 23:00:00,44.658
2011-02-27 00:00:00,29.42
2011-02-27 01:00:00,26.49
2011-02-27 02:00:00,24.141
2011-02-27 03:00:00,13.22
2011-02-27 04:00:00,4.744
2011-02-27 06:00:00,2.956
2011-02-27 07:00:00,9.406
2011-02-27 08:00:00,36.352
2011-02-27 09:00:00,50.198666666666675
2011-02-27 10:00:00,75.38
2011-02-27 11:00:00,98.368
2011-02-27 12:00:00,155.226
2011-02-27 13:00:00,166.982
2011-02-27 14:00:00,179.02
2011-02-27 15:00:00,243.296
2011-02-27 16:00:00,267.024
2011-02-27 17:00:00,136.104
2011-02-27 18:00:00,114.998
2011-02-27 19:00:00,94.454
2011-02-27 20:00:00,76.26
2011-02-27 21:00:00,72.272
2011-02-27 22:00:00,52.27
2011-02-27 23:00:00,40.262
2011-02-28 00:00:00,18.67
2011-02-28 01:00:00,5.344
